k;N;Ca;P;Mg;class
109.66;311.44;100.71;82.30;48.59;Ruim
324.99;109.37;195.29;73.36;19.90;Ruim
94.76;329.51;81.37;30.56;97.99;Bom
129.14;186.52;98.35;78.10;30.78;Bom
356.14;180.16;35.87;2.50;96.29;Ruim
187.39;150.54;178.87;11.03;40.27;Bom
247.34;306.70;175.62;50.63;6.41;Ruim
93.05;201.50;66.53;34.81;59.69;Bom
308.87;418.84;96.37;14.67;6.17;Ruim
187.45;412.67;123.34;77.74;88.35;Ruim
363.71;388.50;155.59;66.64;87.46;Pessimo
337.78;109.51;96.84;56.89;4.74;Ruim
116.54;337.67;55.03;19.25;54.95;Ruim
319.43;447.57;157.78;98.36;99.48;Pessimo
52.11;431.94;34.43;84.61;75.19;Ruim
19.11;111.75;78.41;74.00;91.73;Ruim
146.72;437.05;188.00;49.25;96.06;Bom
273.31;337.80;184.09;39.96;70.11;Ruim
51.88;375.45;77.78;34.64;44.99;Bom
94.39;115.81;34.94;64.70;64.72;Ruim
217.43;415.30;4.77;29.80;62.42;Ruim
483.43;331.16;131.85;85.60;61.56;Pessimo
432.41;304.53;172.58;17.51;80.66;Ruim
174.92;47.34;135.69;64.64;77.42;Ruim
401.15;423.52;18.73;5.08;8.86;Pessimo
13.82;148.44;88.81;76.63;11.19;Bom
456.62;499.24;147.04;76.25;93.86;Pessimo
107.77;418.11;11.43;11.01;8.77;Ruim
88.97;357.80;103.66;92.02;52.58;Ruim
89.15;391.05;194.80;15.22;64.26;Ruim
490.18;191.01;139.76;54.34;1.94;Ruim
454.20;178.63;104.11;35.07;94.19;Bom
120.25;143.51;160.38;81.49;15.63;Bom
136.89;86.16;95.19;57.57;26.95;Bom
124.15;265.86;89.09;28.45;1.73;Bom
290.50;360.19;106.52;53.63;3.73;Ruim
417.46;446.78;10.68;61.33;25.08;Ruim
249.94;466.73;42.71;61.40;74.77;Ruim
86.99;316.96;130.94;44.85;91.52;Ruim
318.34;12.99;38.50;73.97;4.54;Ruim
446.39;463.45;3.59;69.39;20.33;Ruim
58.12;221.07;57.91;14.76;59.76;Ruim
220.16;458.95;141.98;34.20;87.79;Ruim
28.18;471.06;48.05;64.59;40.52;Ruim
447.96;351.29;72.98;56.31;96.19;Ruim
337.75;250.35;94.77;23.19;49.85;Ruim
481.81;168.50;108.12;82.34;91.26;Ruim
478.24;127.34;199.08;4.25;81.87;Ruim
193.49;119.93;151.66;77.20;43.40;Ruim
83.23;403.41;3.14;85.09;51.60;Ruim
199.72;341.98;159.73;94.01;33.97;Ruim
294.41;81.61;37.04;81.94;84.73;Ruim
337.02;247.67;195.61;98.88;53.03;Ruim
335.33;260.46;120.44;28.80;7.04;Ruim
276.44;465.99;106.47;77.21;52.55;Ruim
482.72;139.03;146.99;70.88;12.94;Ruim
428.52;181.34;77.56;44.36;67.12;Bom
285.14;254.14;101.83;77.36;97.55;Ruim
440.21;169.05;169.57;80.05;67.95;Ruim
208.87;67.99;8.19;5.89;39.58;Ruim
110.34;290.82;1.87;46.18;56.70;Ruim
10.62;135.00;67.46;46.55;41.90;Bom
113.99;252.93;109.62;9.30;48.86;Ruim
98.44;253.67;189.54;42.35;17.43;Ruim
307.39;121.26;135.00;49.32;11.91;Ruim
38.89;354.38;154.16;68.70;49.59;Ruim
397.76;112.05;97.27;75.12;0.71;Ruim
28.23;97.20;188.51;39.76;14.34;Ruim
353.57;133.73;127.85;5.12;39.62;Ruim
417.85;175.92;27.59;37.07;10.46;Bom
251.30;320.29;74.58;97.88;34.04;Ruim
48.24;1.83;33.48;93.19;31.67;Ruim
273.40;111.20;22.19;70.14;80.23;Ruim
275.95;173.48;95.15;15.28;35.53;Bom
297.84;261.61;194.12;41.17;32.62;Ruim
87.75;114.84;78.10;19.60;75.22;Bom
65.68;87.79;7.29;7.70;23.00;Ruim
485.53;150.06;124.73;65.30;39.47;Ruim
24.52;66.50;128.93;85.75;98.53;Ruim
121.39;115.63;8.53;53.12;29.15;Bom
431.11;148.69;6.87;39.57;24.93;Bom
330.58;30.96;149.48;1.45;4.58;Pessimo
151.67;9.09;38.53;0.25;1.82;Bom
315.16;291.50;199.66;39.11;86.96;Ruim
31.34;197.98;43.42;6.54;35.63;Ruim
337.50;103.50;172.14;54.43;28.64;Ruim
101.08;157.43;117.64;22.23;46.67;Bom
426.04;301.24;190.83;62.00;48.66;Ruim
188.00;254.85;22.96;82.23;75.98;Ruim
330.78;478.72;54.98;3.19;29.50;Ruim
411.05;342.37;91.32;9.66;5.95;Ruim
81.73;262.31;16.99;47.48;65.04;Ruim
191.82;437.90;76.40;56.61;14.78;Bom
273.39;262.69;142.00;72.53;23.22;Ruim
96.04;340.28;56.13;49.56;67.37;Ruim
135.66;491.84;34.92;17.30;44.09;Bom
163.38;160.65;8.10;89.41;78.31;Bom
244.14;248.42;177.97;1.34;73.07;Pessimo
271.39;416.41;112.92;91.05;80.85;Ruim
423.07;165.17;151.58;5.86;42.03;Ruim
403.03;98.99;192.99;64.02;69.93;Ruim
299.43;134.48;78.75;60.04;12.94;Bom
5.57;156.97;66.20;85.84;56.80;Bom
108.61;49.89;49.42;66.90;76.83;Ruim
230.68;404.36;84.15;86.02;97.08;Ruim
353.73;298.40;115.90;9.47;26.20;Ruim
313.46;323.33;19.73;4.20;73.17;Pessimo
13.21;191.06;147.58;95.02;18.63;Ruim
140.84;418.43;41.00;47.26;35.16;Bom
206.63;204.67;104.10;66.41;87.89;Ruim
40.20;232.05;100.63;14.47;44.95;Ruim
434.17;389.24;7.64;29.73;69.71;Ruim
83.33;259.11;37.18;43.56;68.35;Ruim
401.09;79.50;80.33;79.24;40.29;Bom
119.85;87.63;175.80;93.26;38.49;Ruim
86.02;131.77;87.62;9.88;23.55;Bom
68.24;369.22;31.45;30.29;92.48;Ruim
124.17;480.31;41.28;32.39;69.43;Bom
490.63;426.62;150.29;39.33;66.69;Ruim
262.10;390.94;36.60;95.70;74.14;Ruim
189.35;461.34;171.91;35.53;72.47;Ruim
341.43;152.72;29.49;89.72;55.64;Ruim
68.96;10.12;120.33;62.81;95.29;Ruim
49.58;237.99;34.57;5.47;50.17;Ruim
322.97;215.25;49.16;97.63;24.39;Ruim
141.54;183.58;169.06;32.78;1.90;Bom
457.77;234.57;182.55;62.43;65.38;Ruim
472.13;3.46;135.25;27.50;63.00;Ruim
306.10;457.32;116.65;65.23;34.24;Ruim
101.16;337.48;70.17;30.85;62.17;Bom
429.39;447.06;68.65;83.56;29.45;Ruim
354.11;49.01;145.48;70.70;92.79;Pessimo
162.53;55.50;189.43;87.46;14.22;Bom
340.46;163.33;120.93;18.91;46.20;Bom
374.62;221.38;138.72;53.10;73.79;Ruim
103.84;104.40;153.25;57.68;58.01;Ruim
48.99;236.21;69.21;3.75;68.26;Ruim
9.76;394.53;9.99;53.95;69.10;Ruim
70.22;258.17;186.05;79.68;62.54;Ruim
314.52;478.53;131.55;80.33;35.79;Ruim
75.27;267.02;140.46;52.52;24.06;Ruim
408.23;253.33;194.96;84.34;37.70;Ruim
134.08;62.24;173.40;33.89;38.78;Bom
131.66;460.09;20.00;20.94;98.73;Bom
10.81;192.70;141.47;95.66;51.07;Ruim
70.29;497.84;11.94;72.93;54.19;Ruim
208.29;296.27;176.19;25.30;84.58;Ruim
101.34;418.87;187.50;87.71;64.97;Ruim
331.08;13.17;102.50;20.06;26.20;Ruim
329.07;91.95;8.69;99.48;73.15;Ruim
431.86;498.57;49.83;54.73;52.33;Ruim
131.43;377.38;196.19;94.31;81.28;Ruim
310.53;463.97;18.55;43.36;64.35;Ruim
31.08;327.44;129.27;99.72;39.64;Ruim
247.80;485.85;7.05;16.73;54.04;Ruim
149.86;121.71;199.39;73.63;13.57;Bom
142.87;179.07;65.10;88.79;71.08;Ideal
19.39;274.10;61.34;93.03;14.79;Ruim
232.44;237.68;128.10;6.34;71.47;Ruim
383.29;184.74;43.94;83.35;14.72;Ruim
160.29;164.79;126.26;73.57;60.89;Bom
313.20;73.02;132.38;36.47;88.37;Ruim
292.53;283.65;148.82;27.36;35.26;Ruim
211.01;462.83;102.55;79.14;64.20;Ruim
177.15;108.96;7.76;96.29;4.73;Bom
83.93;431.07;71.83;79.77;44.63;Ruim
333.56;429.38;10.66;88.39;66.34;Pessimo
72.39;109.66;9.64;78.78;38.87;Ruim
137.25;478.81;81.71;91.52;37.20;Bom
454.43;336.51;8.47;40.02;68.40;Ruim
273.58;164.80;169.98;16.67;39.31;Bom
48.05;486.34;196.50;47.14;17.48;Ruim
231.14;55.87;160.84;94.12;0.16;Ruim
48.06;55.67;38.50;75.98;89.81;Ruim
272.00;103.43;140.11;19.60;72.87;Ruim
402.84;295.46;31.93;96.18;88.44;Ruim
490.98;283.32;155.84;28.80;58.10;Ruim
457.58;230.98;172.51;94.32;69.92;Ruim
327.46;319.11;172.23;20.84;54.87;Ruim
385.30;43.97;110.79;87.06;1.39;Ruim
359.90;287.85;104.66;28.31;47.13;Ruim
350.63;79.79;75.62;43.99;74.65;Bom
117.73;182.60;110.60;44.34;43.74;Bom
265.79;133.20;187.89;36.41;20.40;Bom
299.46;315.09;1.09;58.11;42.56;Ruim
472.87;289.07;184.36;19.46;64.37;Ruim
261.03;244.26;9.78;96.46;76.12;Pessimo
164.34;135.95;136.39;78.37;94.49;Bom
416.13;238.24;52.31;72.26;56.80;Ruim
284.52;416.44;157.77;60.95;30.80;Ruim
94.70;343.14;49.38;54.77;19.66;Ruim
431.81;258.65;54.71;89.97;55.81;Ruim
252.83;80.91;110.13;82.68;39.12;Ruim
287.43;273.19;194.06;24.13;90.02;Ruim
64.96;339.20;43.33;24.22;58.12;Ruim
95.48;417.19;121.12;53.25;13.47;Ruim
213.36;418.45;117.04;0.81;50.50;Ruim
20.76;239.80;169.43;58.42;86.77;Ruim
145.72;208.01;85.43;6.75;90.88;Bom
193.91;383.51;152.05;97.34;62.08;Ruim
386.33;311.00;156.41;57.82;74.29;Ruim
56.99;193.89;63.76;59.55;58.13;Ruim
497.97;19.80;64.79;19.06;96.79;Ruim
326.12;48.98;67.95;76.47;93.12;Ruim
204.34;244.22;147.20;4.95;77.80;Ruim
144.83;338.00;44.51;2.79;32.33;Bom
315.70;395.05;42.57;85.20;37.85;Ruim
287.58;109.76;149.98;88.85;44.30;Ruim
114.10;377.82;185.97;14.61;5.68;Ruim
292.04;124.91;46.43;62.30;15.65;Bom
466.80;15.58;69.18;87.79;28.40;Ruim
298.70;395.86;15.07;95.80;52.27;Ruim
468.68;420.42;84.83;7.45;82.02;Ruim
448.39;400.44;36.89;82.51;29.89;Ruim
399.39;414.49;54.63;9.03;21.96;Ruim
470.18;259.74;56.33;14.88;96.69;Ruim
133.52;310.63;89.43;39.10;82.13;Bom
5.93;189.79;145.97;86.49;88.84;Ruim
188.65;439.91;108.18;2.42;22.75;Ruim
4.47;290.78;114.84;34.39;72.99;Ruim
70.66;116.31;92.65;99.93;58.03;Ruim
194.61;445.70;180.25;24.09;62.78;Ruim
41.92;23.50;196.92;89.77;7.70;Pessimo
116.72;248.02;20.83;14.12;53.33;Ruim
343.86;138.51;174.97;92.38;73.95;Ruim
215.60;55.50;167.82;53.74;75.88;Ruim
333.49;355.55;117.30;94.30;6.61;Ruim
128.20;361.31;68.76;6.67;23.00;Bom
167.31;150.76;1.00;58.67;85.81;Bom
240.21;322.48;61.05;88.58;61.28;Ruim
179.19;490.00;5.65;76.54;55.00;Bom
242.96;105.22;198.24;10.52;61.43;Ruim
92.92;475.45;146.68;47.65;81.60;Ruim
331.82;79.34;172.86;84.75;50.27;Ruim
71.01;194.82;16.67;4.26;57.84;Ruim
367.81;340.25;11.74;39.97;27.33;Ruim
312.35;179.15;98.60;24.47;41.80;Bom
47.87;388.38;11.44;38.14;23.08;Ruim
264.77;248.45;149.04;49.46;33.00;Ruim
236.55;330.42;178.16;4.64;93.31;Ruim
28.62;406.67;119.16;88.29;90.10;Ruim
291.93;75.72;82.45;38.59;89.73;Bom
360.35;460.93;157.59;45.37;53.68;Ruim
388.94;292.15;165.60;36.74;6.48;Ruim
275.51;184.04;171.68;92.94;87.81;Ruim
482.36;57.51;25.56;45.31;37.78;Ruim
71.23;425.00;63.10;1.18;74.06;Ruim
298.70;252.76;166.06;77.18;47.48;Ruim
428.61;253.03;47.14;92.02;55.52;Ruim
19.48;72.36;116.73;79.37;86.95;Ruim
275.54;358.37;9.38;52.19;10.81;Ruim
37.10;40.09;31.59;58.45;18.11;Ruim
69.36;54.41;17.64;8.69;59.21;Ruim
326.51;70.52;56.04;47.65;23.75;Ruim
37.53;185.37;86.52;23.69;70.41;Ruim
389.02;84.99;83.48;8.90;40.79;Bom
231.43;332.12;185.44;55.01;11.71;Ruim
159.16;347.42;163.44;21.86;5.16;Bom
79.84;240.56;133.74;65.66;96.09;Ruim
282.57;386.97;44.01;5.28;9.32;Ruim
91.08;131.47;15.80;38.58;53.70;Bom
481.00;187.06;131.19;60.86;24.66;Ruim
68.28;11.16;116.96;83.71;37.40;Ruim
397.02;274.87;122.69;0.23;66.68;Pessimo
109.44;63.58;44.02;80.94;68.46;Ruim
405.06;279.24;12.21;26.64;52.06;Ruim
495.63;487.13;10.36;47.37;71.14;Ruim
440.58;461.74;104.33;72.06;55.98;Ruim
225.99;299.47;190.80;59.52;23.38;Ruim
413.81;231.00;188.91;16.75;69.15;Ruim
89.13;48.99;27.47;74.31;93.08;Ruim
31.76;5.41;22.62;50.75;65.79;Ruim
463.80;307.17;89.03;90.37;14.35;Ruim
1.46;0.21;99.27;17.30;29.13;Ruim
66.40;117.93;98.45;64.07;71.68;Ruim
190.45;100.21;132.13;13.88;30.03;Ruim
355.55;162.06;60.01;20.22;13.20;Bom
194.69;60.72;161.96;69.77;90.80;Ruim
125.34;40.36;79.88;27.59;58.81;Bom
168.93;460.29;45.80;63.59;47.76;Bom
463.81;259.79;1.41;6.34;83.02;Pessimo
391.42;128.05;134.12;85.44;56.86;Ruim
308.03;355.05;151.95;83.50;33.60;Ruim
490.99;365.54;190.33;53.43;79.39;Ruim
40.89;123.17;73.36;6.73;85.73;Bom
107.76;381.84;35.91;6.01;23.80;Ruim
390.44;132.32;26.05;90.11;2.43;Ruim
25.23;161.97;174.71;66.13;63.27;Ruim
438.36;135.77;46.97;70.90;52.20;Bom
476.81;284.12;23.46;4.30;49.89;Ruim
394.89;67.51;156.43;74.36;44.51;Ruim
335.03;174.43;30.87;84.50;22.29;Ruim
107.37;77.30;117.55;66.39;22.58;Ruim
273.77;436.44;15.57;38.26;83.79;Ruim
422.31;253.28;156.22;69.97;59.41;Pessimo
259.28;294.55;193.12;3.52;78.90;Pessimo
368.80;296.27;171.77;60.01;71.38;Ruim
486.71;43.38;16.90;57.07;98.68;Ruim
249.03;247.35;4.42;26.06;41.77;Ruim
94.95;98.99;79.83;69.55;57.44;Bom
128.51;323.39;77.06;83.28;87.24;Bom
224.78;390.83;70.81;21.44;31.56;Bom
468.60;93.13;14.58;10.48;91.55;Ruim
187.03;206.74;86.78;54.53;3.41;Bom
83.00;422.18;37.39;38.99;63.83;Ruim
35.37;291.01;62.47;98.18;31.54;Ruim
228.32;234.01;106.02;57.78;6.54;Ruim
445.40;231.72;99.29;7.48;61.79;Ruim
11.10;133.45;121.15;20.50;17.37;Ruim
271.52;395.72;194.23;40.52;46.42;Ruim
261.45;15.46;150.19;66.30;29.20;Ruim
283.92;430.20;14.61;59.52;1.10;Ruim
340.09;435.52;12.82;19.21;27.55;Ruim
337.19;460.15;51.18;3.42;18.88;Ruim
109.50;257.81;185.11;2.19;68.81;Ruim
0.45;161.40;87.58;64.56;97.39;Bom
310.01;385.60;3.04;18.41;64.80;Ruim
302.16;140.94;82.03;62.51;40.27;Bom
51.45;237.49;113.89;20.40;86.21;Ruim
242.47;251.16;1.15;39.36;61.55;Ruim
319.96;469.01;9.57;12.64;16.54;Ruim
79.20;357.81;127.32;20.15;32.73;Ruim
330.12;394.91;4.48;1.01;91.45;Pessimo
417.92;166.93;186.27;38.81;63.36;Bom
414.71;483.00;190.79;19.51;16.18;Ruim
102.33;17.85;106.03;56.21;33.61;Ruim
412.27;271.25;102.57;79.50;2.69;Ruim
57.84;58.82;193.85;83.70;11.95;Pessimo
17.30;39.88;70.85;78.07;15.63;Ruim
187.36;88.68;1.65;25.66;60.42;Ruim
417.86;97.92;2.93;9.57;73.51;Ruim
288.53;97.90;80.73;63.86;64.34;Ruim
469.16;54.17;141.19;22.29;28.09;Ruim
419.38;32.95;52.29;59.34;64.55;Ruim
496.78;324.48;21.46;85.93;10.78;Pessimo
485.22;428.98;171.82;92.86;99.51;Pessimo
108.80;147.74;30.13;11.13;15.99;Bom
327.56;338.00;169.26;11.51;31.87;Ruim
490.40;104.13;67.43;60.84;42.75;Bom
348.04;248.35;30.53;74.80;95.78;Pessimo
329.56;147.69;163.21;72.39;42.76;Ruim
377.92;295.69;64.57;55.96;52.79;Ruim
163.85;87.10;93.16;72.65;31.69;Bom
352.03;153.13;83.88;44.72;26.27;Bom
140.74;213.33;55.63;60.77;89.85;Bom
18.91;114.98;167.11;7.05;89.52;Ruim
232.27;319.88;168.30;68.24;4.90;Ruim
262.23;22.19;107.51;55.71;90.18;Ruim
256.62;105.75;31.21;53.81;47.79;Ruim
320.75;186.80;184.53;85.95;44.80;Ruim
430.08;346.46;56.41;15.14;71.18;Ruim
188.76;9.67;19.87;52.03;71.76;Ruim
394.14;391.38;45.90;28.65;54.52;Ruim
141.14;375.05;109.82;62.10;3.62;Bom
38.27;467.40;99.50;59.73;4.61;Ruim
264.90;161.53;124.77;9.49;28.09;Ruim
51.47;75.81;144.77;97.81;53.09;Ruim
330.22;462.71;173.82;38.88;17.24;Ruim
480.61;140.46;67.34;0.93;14.93;Bom
230.21;312.52;138.05;63.38;39.60;Ruim
95.46;357.24;177.53;85.11;84.06;Ruim
229.54;426.11;129.70;34.20;74.65;Ruim
141.78;393.41;120.76;36.87;58.54;Bom
430.65;205.42;100.90;88.39;23.16;Ruim
193.61;489.82;170.89;72.11;82.40;Ruim
25.11;239.53;133.27;57.99;41.05;Ruim
57.35;106.76;61.42;71.51;49.41;Ruim
43.40;399.50;104.73;53.58;1.45;Ruim
203.86;106.66;34.46;64.27;25.89;Ruim
110.52;462.14;75.23;70.74;0.25;Ruim
304.70;495.15;108.93;87.46;44.43;Ruim
222.16;427.32;88.13;54.61;55.02;Bom
297.59;135.90;167.84;1.20;17.71;Ruim
435.11;335.73;63.58;17.18;81.46;Ruim
36.76;456.75;175.71;14.97;55.95;Ruim
327.96;19.62;15.24;25.64;57.05;Ruim
61.00;182.27;189.72;15.69;94.83;Ruim
480.75;492.09;108.14;48.18;56.90;Ruim
279.72;38.36;109.55;10.58;21.23;Ruim
248.71;400.40;182.38;2.93;98.85;Pessimo
224.03;360.99;180.97;95.08;93.75;Ruim
37.68;55.05;142.85;14.94;44.12;Ruim
176.07;350.52;41.50;33.12;86.84;Bom
366.17;196.59;95.16;82.14;14.82;Ruim
110.69;175.28;112.32;84.91;60.83;Bom
449.25;365.25;191.81;65.38;87.24;Pessimo
112.24;342.33;160.31;62.90;46.00;Ruim
397.14;99.12;131.43;13.29;23.90;Ruim
310.49;171.91;85.57;31.48;3.34;Bom
199.51;334.95;140.36;55.10;11.36;Ruim
303.59;156.82;103.42;47.25;74.88;Bom
161.26;379.40;24.62;33.16;52.76;Bom
362.15;169.53;14.39;54.82;97.09;Ruim
184.49;74.84;45.28;45.76;14.76;Bom
353.55;166.37;40.03;33.32;24.88;Bom
224.99;441.93;130.77;78.31;12.19;Ruim
158.30;240.34;72.58;39.61;91.01;Ideal
83.34;21.05;182.30;94.53;9.01;Ruim
156.27;455.05;184.80;98.71;97.40;Ruim
397.21;91.88;146.86;29.06;17.72;Ruim
68.31;235.49;51.21;74.81;92.41;Ruim
124.56;269.38;175.42;21.12;46.31;Bom
321.47;283.14;109.33;91.62;5.51;Ruim
107.71;90.05;78.26;47.48;30.44;Bom
253.42;318.16;64.38;73.12;82.11;Ruim
425.79;337.37;188.48;86.66;70.04;Pessimo
34.40;360.98;165.89;49.91;21.83;Ruim
278.25;381.81;41.09;50.25;45.36;Ruim
462.68;72.36;128.76;93.12;25.97;Ruim
6.14;497.22;62.14;63.96;93.93;Ruim
455.56;435.25;87.23;40.30;78.35;Ruim
94.68;414.58;136.53;45.90;99.79;Ruim
45.28;470.32;146.97;74.95;80.33;Pessimo
264.89;461.73;46.47;18.56;77.87;Ruim
86.06;251.93;24.76;80.16;15.29;Ruim
45.56;407.61;47.87;49.05;79.61;Ruim
405.04;496.75;133.93;61.51;17.45;Ruim
454.24;344.58;145.73;77.44;14.90;Ruim
167.16;411.42;137.50;51.07;95.83;Bom
90.31;417.00;124.14;37.55;90.37;Ruim
458.33;30.84;74.90;9.41;51.11;Ruim
40.93;4.26;104.21;61.38;43.43;Ruim
161.50;447.43;157.60;23.77;17.46;Bom
116.59;469.09;179.33;89.54;21.28;Ruim
57.03;452.03;125.31;96.21;11.48;Pessimo
312.05;252.85;30.84;80.29;62.67;Pessimo
144.70;40.12;105.23;14.24;18.42;Bom
60.83;147.28;150.61;53.54;89.91;Ruim
301.39;345.06;89.31;73.28;35.34;Ruim
303.88;41.59;50.75;46.47;53.93;Ruim
466.86;280.05;17.13;78.48;73.84;Pessimo
83.70;465.42;46.11;92.52;94.31;Ruim
72.00;478.05;56.96;20.89;25.06;Ruim
95.22;470.82;81.35;75.08;4.54;Ruim
22.31;409.01;69.95;79.21;81.03;Ruim
385.54;45.52;175.96;67.37;88.99;Pessimo
348.54;482.77;191.48;74.10;68.79;Pessimo
475.71;376.49;149.39;85.48;51.10;Ruim
351.50;447.88;172.68;2.65;41.83;Ruim
219.85;275.02;88.40;72.49;2.02;Ruim
483.13;287.97;36.49;7.89;84.25;Ruim
442.42;210.86;185.06;33.66;31.54;Ruim
150.46;36.70;194.01;5.62;92.75;Ruim
271.26;334.83;66.75;51.76;2.98;Ruim
434.56;484.68;61.82;4.66;73.78;Ruim
119.21;238.56;56.14;14.30;99.22;Ruim
292.09;56.39;4.82;90.77;4.72;Pessimo
43.93;311.93;100.60;93.06;9.54;Ruim
29.48;116.62;60.92;75.17;86.40;Ruim
258.66;206.73;103.11;3.47;35.52;Ruim
106.79;265.00;109.59;80.70;39.61;Ruim
414.35;139.14;13.22;88.99;94.52;Ruim
163.57;440.10;184.91;91.89;17.83;Bom
199.28;57.68;142.95;1.12;69.76;Ruim
375.33;142.30;40.43;30.54;19.18;Bom
440.79;377.70;187.17;44.74;78.10;Ruim
137.99;336.28;159.86;11.46;88.71;Ruim
232.03;263.86;115.92;50.83;16.26;Ruim
292.31;64.53;51.99;54.47;2.85;Ruim
53.39;160.76;65.88;98.47;14.92;Bom
439.21;89.70;88.82;24.78;12.09;Ruim
484.10;48.60;0.62;92.56;1.47;Pessimo
264.18;33.84;77.44;27.44;38.70;Ruim
317.01;193.06;150.01;79.59;17.32;Ruim
125.27;276.06;83.87;73.65;51.38;Bom
493.86;172.85;129.58;39.81;58.30;Bom
252.69;128.46;118.89;51.14;16.73;Bom
190.97;418.55;73.92;70.65;15.87;Ruim
283.74;239.36;40.21;28.67;95.64;Ruim
183.98;456.92;144.18;12.26;61.56;Ruim
127.22;191.79;143.45;63.94;95.96;Bom
449.26;246.40;2.99;27.45;99.23;Ruim
85.44;343.44;95.87;79.95;99.91;Ruim
440.24;11.71;4.39;92.23;78.44;Pessimo
124.62;166.98;152.39;56.55;1.95;Bom
247.47;44.10;61.53;39.34;31.30;Bom
135.57;299.96;192.25;90.00;24.46;Bom
481.23;258.31;138.18;17.61;94.93;Ruim
304.71;427.22;185.61;92.51;86.65;Pessimo
329.82;368.69;2.61;59.04;84.64;Ruim
439.02;311.13;18.96;65.03;90.53;Pessimo
106.16;16.64;57.40;22.54;70.39;Ruim
66.12;348.09;194.37;55.34;90.98;Ruim
397.42;455.99;182.20;65.31;66.25;Pessimo
495.12;380.37;63.23;54.96;83.96;Ruim
468.93;82.66;131.49;58.96;5.65;Ruim
66.74;137.49;153.03;83.98;24.79;Bom
484.59;377.25;91.08;3.69;98.04;Ruim
412.04;222.99;26.08;9.71;18.49;Ruim
237.07;463.10;190.91;86.85;54.90;Ruim
121.52;73.56;150.98;74.46;63.96;Bom
362.15;43.25;81.27;97.98;0.10;Ruim
297.03;62.96;39.90;8.57;14.99;Ruim
258.03;253.11;95.11;73.81;54.23;Ruim
300.14;318.27;107.14;45.67;72.86;Ruim
133.41;392.66;177.67;64.44;13.91;Bom
82.33;68.05;161.36;18.60;76.45;Ruim
153.61;424.07;70.79;25.21;98.79;Bom
3.72;82.47;44.11;10.21;56.32;Ruim
312.92;248.08;41.58;79.38;43.79;Ruim
214.20;223.24;67.78;61.02;79.64;Bom
10.13;271.34;41.40;75.13;69.88;Ruim
465.00;75.86;114.94;76.04;2.66;Ruim
431.87;395.70;121.12;69.47;6.66;Pessimo
219.56;13.27;108.51;57.59;40.78;Ruim
229.16;111.70;51.08;51.69;34.52;Bom
244.04;60.75;180.07;19.22;52.42;Ruim
454.49;257.09;55.47;0.25;45.89;Ruim
76.80;303.95;35.73;13.03;58.32;Ruim
405.13;100.35;57.56;0.14;30.94;Ruim
293.00;29.48;159.67;85.75;27.59;Ruim
133.84;429.13;90.94;10.20;78.29;Bom
74.23;264.28;64.71;30.72;68.36;Bom
289.66;273.78;190.38;93.76;1.72;Pessimo
71.01;425.99;126.01;1.48;43.78;Ruim
34.79;367.77;97.95;17.39;23.57;Ruim
159.26;227.25;71.39;80.13;31.86;Ideal
158.08;333.35;110.58;17.51;87.34;Bom
386.29;96.70;189.96;83.18;76.61;Ruim
59.05;283.26;131.43;91.17;86.51;Pessimo
18.68;352.13;152.47;66.19;50.35;Ruim
93.35;454.49;181.90;73.44;53.61;Ruim
108.92;132.96;111.71;62.26;81.96;Bom
207.30;99.45;171.06;91.47;61.30;Ruim
228.54;52.79;54.75;93.21;45.66;Ruim
494.95;319.56;17.09;49.60;54.34;Ruim
420.85;432.65;131.76;74.02;20.52;Ruim
235.54;105.48;18.75;79.87;98.91;Ruim
233.01;133.78;198.17;35.95;42.32;Bom
35.55;398.89;47.94;31.01;18.81;Ruim
219.06;421.85;187.27;39.64;89.50;Ruim
484.02;20.16;179.41;90.63;86.37;Pessimo
180.85;226.51;192.08;97.55;10.51;Bom
48.49;21.67;182.90;39.27;91.39;Ruim
441.09;218.42;121.97;84.28;22.98;Ruim
472.13;207.00;93.94;64.43;62.85;Ruim
367.63;25.51;71.26;27.92;53.12;Ruim
142.88;265.62;183.62;72.78;96.98;Ruim
137.44;225.24;133.81;33.79;1.78;Bom
326.00;49.59;163.61;20.18;6.12;Ruim
404.71;117.01;169.09;82.00;11.86;Ruim
99.32;14.97;54.10;52.42;26.62;Ruim
314.19;73.37;14.26;38.12;85.10;Ruim
165.86;246.71;50.74;19.78;26.59;Bom
269.14;61.39;116.24;96.59;61.38;Ruim
471.15;277.61;124.75;1.53;11.71;Pessimo
412.78;111.08;63.26;82.73;48.51;Ruim
396.86;394.83;69.42;52.47;65.71;Ruim
51.73;86.64;105.61;68.46;80.01;Ruim
416.65;164.56;143.14;87.87;8.36;Ruim
88.21;93.10;57.35;81.63;87.06;Ruim
336.49;218.14;124.99;19.87;49.10;Ruim
199.98;257.77;44.57;61.97;55.43;Ruim
493.54;274.18;157.38;81.40;13.52;Ruim
197.51;353.57;136.38;69.41;38.13;Ruim
121.01;453.38;185.93;0.16;8.44;Ruim
11.08;55.29;0.85;29.12;26.49;Ruim
163.71;154.23;41.00;36.20;4.54;Ideal
454.02;295.39;69.62;13.50;17.27;Ruim
238.68;264.06;114.15;41.06;42.93;Ruim
192.56;291.45;194.54;37.98;63.71;Ruim
365.92;433.19;41.13;96.73;31.84;Ruim
